{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Kingdom', 'name': 'Bacteria', 'quantity': '82.57763090965415'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2945', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'Puniceicoccaceae', 'quantity': '0.5506260012950758'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB28372', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB79152', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2345', 'quantity': '0.262896097456456'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2932', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB3043', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB32970', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1285', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'Methanomassiliicoccaceae', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1201', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB4648', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB83765', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB10314', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2873', 'quantity': '0.2745937792243527'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB10021', 'quantity': '0.1038654938034311'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB73223', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2942', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2954', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB30287', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB3625', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2102', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB4559', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB52309', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2936', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB45555', 'quantity': '0.045889633564378'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB10881', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2830', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2860', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2844', 'quantity': '0.0174349193275578'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1355', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1695', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB38703', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB73076', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB5194', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2950', 'quantity': '0.1287902362276069'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1320', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB81729', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'Pseudomonadaceae', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB4623', 'quantity': '0.0021080627920944'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB83839', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB38791', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2960', 'quantity': '0.0420207183224164'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB2959', 'quantity': '0.0248668740338045'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'Campylobacteraceae', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Family', 'name': 'FGB1785', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Segatella', 'quantity': '0.5086135498855695'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Butyrivibrio', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3267', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9054', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3623', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9150', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3176', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3212', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB1671', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3617', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9161', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6038', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3632', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4620', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4713', 'quantity': '1.0973004182190882'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9591', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9607', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4689', 'quantity': '0.5301488580165739'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3751', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Blastocystis', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9178', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9636', 'quantity': '0.1913790338705372'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Holdemanella', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4710', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3169', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9271', 'quantity': '0.531107819914154'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6648', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3491', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4671', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3206', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3627', 'quantity': '0.002323002527759'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9090', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4750', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4676', 'quantity': '0.1726710099548126'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9282', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4699', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4638', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9083', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4642', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB37878', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6470', 'quantity': '0.262896097456456'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9261', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9551', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB51884', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4711', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3100', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9642', 'quantity': '0.2093182348856156'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Methanomassiliicoccus', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4549', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB2958', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3303', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9173', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4703', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Puniceicoccaceae_unclassified', 'quantity': '0.5359687647053365'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9172', 'quantity': '0.2745937792243527'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9256', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6123', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3528', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9249', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9582', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9277', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9297', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB42378', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9603', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4558', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3616', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB5973', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4559', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4598', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB2983', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4700', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB53380', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4557', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB6521', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9266', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4704', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9696', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3351', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB35551', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB2996', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9093', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB34228', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB84348', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9047', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4661', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9095', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9137', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB47174', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9111', 'quantity': '0.0174349193275578'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3306', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4231', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB44201', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Kineothrix', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9769', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4655', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4664', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3111', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9466', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9291', 'quantity': '0.1287902362276069'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3160', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4583', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4752', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9106', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9542', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9189', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB74665', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Pseudomonas', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9525', 'quantity': '0.0021080627920944'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9350', 'quantity': '0.0008762927684784'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4546', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB71580', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3328', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB41366', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9252', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9302', 'quantity': '0.0420207183224164'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9697', 'quantity': '0.045889633564378'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB3130', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Traorella', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB9301', 'quantity': '0.0248668740338045'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'Campylobacter', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4584', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Genus', 'name': 'GGB4739', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Segatella_brasiliensis', 'quantity': '0.5086135498855695'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Butyrivibrio_crossotus', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Bacteroides_pectinophilus', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3267_SGB4317', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9054_SGB13959', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3623_SGB4900', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9150_SGB14085', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Vescimonas_SGB15087', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3176_SGB4194', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3212_SGB4241', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB1671_SGB2287', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Paraprevotella_clara', 'quantity': '0.292384175807048'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Dialister_succinatiphilus', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3617_SGB4891', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Prevotella_lascolaii', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Oscillospiraceae_unclassified_SGB4196', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9161_SGB14099', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB6038_SGB8672', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9334_SGB14298', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3632_SGB4921', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4620_SGB6396', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4713_SGB6526', 'quantity': '1.0973004182190882'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9591_SGB15013', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9607_SGB15040', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Blautia_SGB101324', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3751_SGB5099', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Blastocystis_sp_subtype_1', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9178_SGB14116', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9636_SGB15107', 'quantity': '0.1913790338705372'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Roseburia_sp_BX1005', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Holdemanella_porci', 'quantity': '0.0'}
